Date,Customer_ID,Product,Category,Quantity,Price,Sales,Gender,Age,Year,Month_Name,Region,Age_Group,Customer_Type,Payment_Method,Sales_Channel,Cost_Price,Profit
04-06-2023,1087,Shoes,Fashion,5,13263,66315,Male,44,2023,June,South,36-45,Returning,Credit Card,Offline,8585.96,23385.2
04-06-2023,1051,Clothes,Fashion,3,42445,127335,Female,47,2023,June,South,46-60,Returning,UPI,Offline,29872.74,37716.79
05-06-2023,1061,Shoes,Fashion,2,4579,9158,Male,60,2023,June,South,46-60,Returning,Cash,Offline,2894.07,3369.86
06-06-2023,1057,Bag,Accessories,3,36616,109848,Female,19,2023,June,West,18-25,Returning,Cash,Online,22425.99,42570.02
07-06-2023,1051,Clothes,Fashion,2,20715,41430,Female,26,2023,June,North,26-35,New,Credit Card,Offline,13551.76,14326.49
07-06-2023,1011,Clothes,Fashion,5,26317,131585,Female,45,2023,June,Central,36-45,Returning,UPI,Offline,20583.3,28668.51
08-06-2023,1038,Clothes,Fashion,2,25265,50530,Female,48,2023,June,East,46-60,New,Credit Card,Offline,17890.17,14749.66
09-06-2023,1001,Bag,Accessories,4,30612,122448,Female,51,2023,June,North,46-60,Returning,Credit Card,Online,23228.92,29532.32
10-06-2023,1002,Shoes,Fashion,1,26056,26056,Female,32,2023,June,East,26-35,Returning,Credit Card,Offline,18646.18,7409.82
10-06-2023,1055,Shoes,Fashion,1,18599,18599,Female,42,2023,June,Central,36-45,Returning,Debit Card,Online,13986.5,4612.5
11-06-2023,1080,Clothes,Fashion,5,44053,220265,Female,53,2023,June,West,46-60,Returning,Debit Card,Offline,33361.4,53458
12-06-2023,1058,Mobile,Electronics,4,45596,182384,Female,25,2023,June,South,18-25,New,Debit Card,Online,29297.34,65194.62
12-06-2023,1001,Headphones,Electronics,3,6950,20850,Male,26,2023,June,South,26-35,Returning,Cash,Offline,4865.38,6253.87
13-06-2023,1001,Bag,Accessories,4,13730,54920,Male,54,2023,June,West,46-60,New,Debit Card,Offline,8789.28,19762.88
14-06-2023,1091,Headphones,Electronics,1,29509,29509,Female,62,2023,June,North,60+,Returning,Debit Card,Offline,21055.14,8453.86
15-06-2023,1053,Headphones,Electronics,1,5933,5933,Male,56,2023,June,North,46-60,Returning,Debit Card,Online,4587.06,1345.94
15-06-2023,1086,Shoes,Fashion,4,34366,137464,Female,49,2023,June,East,46-60,Returning,UPI,Offline,25461.05,35619.79
16-06-2023,1095,Shoes,Fashion,4,40364,161456,Female,34,2023,June,West,26-35,Returning,Credit Card,Online,27741.75,50489.01
17-06-2023,1096,Mobile,Electronics,1,19210,19210,Male,52,2023,June,North,46-60,New,Cash,Offline,11832.16,7377.84
18-06-2023,1000,Headphones,Electronics,3,11939,35817,Female,54,2023,June,West,46-60,Returning,UPI,Offline,8113.55,11476.34
18-06-2023,1018,Headphones,Electronics,5,42355,211775,Female,36,2023,June,Central,36-45,Returning,Cash,Offline,26111.12,81219.41
19-06-2023,1001,Clothes,Fashion,5,16521,82605,Male,61,2023,June,South,60+,New,Credit Card,Online,10971.61,27746.93
20-06-2023,1052,Shoes,Fashion,4,6916,27664,Male,46,2023,June,South,46-60,Returning,Cash,Offline,5497.61,5673.54
20-06-2023,1043,Headphones,Electronics,5,7480,37400,Female,24,2023,June,South,18-25,New,Debit Card,Offline,4973.32,12533.39
21-06-2023,1089,Watch,Accessories,1,18558,18558,Male,45,2023,June,West,36-45,Returning,Cash,Online,12199.14,6358.86
22-06-2023,1031,Mobile,Electronics,1,11601,11601,Male,26,2023,June,West,26-35,New,UPI,Online,7133.8,4467.2
23-06-2023,1069,Watch,Accessories,4,41218,164872,Female,45,2023,June,East,36-45,Returning,Debit Card,Offline,29807.96,45640.15
23-06-2023,1031,Watch,Accessories,4,33102,132408,Male,23,2023,June,South,18-25,Returning,UPI,Online,25681.94,29680.23
24-06-2023,1067,Bag,Accessories,4,9622,38488,Male,46,2023,June,East,46-60,Returning,Credit Card,Online,7516.27,8422.91
25-06-2023,1054,Bag,Accessories,3,13076,39228,Female,34,2023,June,South,26-35,Returning,Debit Card,Online,10157.25,8756.24
26-06-2023,1074,Mobile,Electronics,5,28016,140080,Male,33,2023,June,East,26-35,New,Credit Card,Offline,21802.66,31066.7
26-06-2023,1055,Watch,Accessories,4,22933,91732,Male,40,2023,June,East,36-45,Returning,Credit Card,Offline,16446.25,25947
27-06-2023,1016,Headphones,Electronics,2,1589,3178,Female,48,2023,June,Central,46-60,New,Cash,Offline,1160.88,856.23
28-06-2023,1037,Shoes,Fashion,2,37846,75692,Female,20,2023,June,East,18-25,Returning,Cash,Online,26986.33,21719.34
29-06-2023,1023,Mobile,Electronics,1,9627,9627,Female,38,2023,June,West,36-45,Returning,UPI,Offline,6092.26,3534.74
29-06-2023,1068,Clothes,Fashion,5,10987,54935,Male,43,2023,June,East,36-45,New,Debit Card,Online,7684.1,16514.51
30-06-2023,1097,Watch,Accessories,4,655,2620,Female,53,2023,June,South,46-60,Returning,Credit Card,Online,406.43,994.29
01-07-2023,1069,Mobile,Electronics,2,2458,4916,Female,59,2023,July,East,46-60,New,Credit Card,Online,1556.3,1803.39
01-07-2023,1085,Laptop,Electronics,5,11193,55965,Male,54,2023,July,North,46-60,New,Debit Card,Offline,6893.14,21499.3
02-07-2023,1010,Laptop,Electronics,1,39612,39612,Female,39,2023,July,South,36-45,Returning,UPI,Online,27908.32,11703.68
03-07-2023,1015,Bag,Accessories,3,39047,117141,Female,59,2023,July,North,46-60,Returning,Debit Card,Offline,30642.46,25213.62
04-07-2023,1096,Shoes,Fashion,5,29295,146475,Female,29,2023,July,South,26-35,Returning,Debit Card,Online,18508.78,53931.12
04-07-2023,1072,Headphones,Electronics,5,21947,109735,Female,59,2023,July,West,46-60,Returning,Credit Card,Online,16507.45,27197.77
05-07-2023,1058,Shoes,Fashion,3,37098,111294,Male,30,2023,July,West,26-35,New,Debit Card,Online,26572.96,31575.11
06-07-2023,1069,Shoes,Fashion,5,42314,211570,Female,28,2023,July,West,26-35,Returning,Debit Card,Online,30132.56,60907.22
07-07-2023,1079,Shoes,Fashion,1,25715,25715,Female,33,2023,July,North,26-35,Returning,UPI,Online,16478.75,9236.25
07-07-2023,1092,Shoes,Fashion,1,10294,10294,Male,25,2023,July,Central,18-25,Returning,Credit Card,Online,7882.56,2411.44
08-07-2023,1002,Clothes,Fashion,3,33709,101127,Female,57,2023,July,South,46-60,New,Credit Card,Online,23222.89,31458.34
09-07-2023,1019,Clothes,Fashion,4,22924,91696,Male,57,2023,July,West,46-60,New,Debit Card,Offline,17954.15,19879.41
09-07-2023,1058,Bag,Accessories,2,47746,95492,Male,62,2023,July,South,60+,Returning,UPI,Offline,32557.82,30376.35
10-07-2023,1035,Mobile,Electronics,4,37896,151584,Male,19,2023,July,North,18-25,New,Cash,Offline,23655.29,56962.83
11-07-2023,1018,Laptop,Electronics,5,6870,34350,Female,47,2023,July,Central,46-60,New,UPI,Online,4170.86,13495.69
12-07-2023,1089,Shoes,Fashion,2,10028,20056,Male,47,2023,July,North,46-60,New,Cash,Offline,6588.97,6878.06
12-07-2023,1066,Bag,Accessories,3,28776,86328,Male,29,2023,July,South,26-35,Returning,Cash,Offline,17613.34,33487.97
13-07-2023,1018,Mobile,Electronics,3,44833,134499,Male,27,2023,July,Central,26-35,New,Debit Card,Offline,28647.42,48556.74
14-07-2023,1019,Laptop,Electronics,2,8679,17358,Female,61,2023,July,Central,60+,Returning,Cash,Online,6687.48,3983.04
15-07-2023,1095,Watch,Accessories,1,49281,49281,Female,28,2023,July,North,26-35,Returning,Cash,Offline,35250.97,14030.03
15-07-2023,1070,Headphones,Electronics,2,17343,34686,Female,32,2023,July,West,26-35,New,UPI,Online,12657.48,9371.04
16-07-2023,1051,Clothes,Fashion,5,24452,122260,Female,33,2023,July,South,26-35,Returning,UPI,Online,16649.46,39012.69
17-07-2023,1032,Watch,Accessories,1,33660,33660,Female,34,2023,July,East,26-35,Returning,UPI,Online,21508.12,12151.88
18-07-2023,1039,Laptop,Electronics,3,45398,136194,Female,43,2023,July,East,36-45,Returning,Debit Card,Online,35612.59,29356.22
18-07-2023,1038,Watch,Accessories,2,30016,60032,Female,19,2023,July,North,18-25,Returning,Cash,Offline,20941.2,18149.61
19-07-2023,1081,Headphones,Electronics,4,10949,43796,Male,29,2023,July,South,26-35,New,Cash,Offline,7789.17,12639.34
20-07-2023,1000,Bag,Accessories,4,21625,86500,Male,43,2023,July,South,36-45,New,Credit Card,Offline,15148.43,25906.3
20-07-2023,1010,Laptop,Electronics,5,7918,39590,Male,40,2023,July,North,36-45,New,Debit Card,Offline,5403.28,12573.62
21-07-2023,1091,Watch,Accessories,4,23246,92984,Male,35,2023,July,South,26-35,Returning,Credit Card,Offline,16373.1,27491.61
22-07-2023,1056,Clothes,Fashion,2,2954,5908,Female,49,2023,July,West,46-60,Returning,Credit Card,Offline,2190.05,1527.9
23-07-2023,1088,Clothes,Fashion,2,18261,36522,Male,55,2023,July,North,46-60,New,Cash,Offline,13202.33,10117.34
23-07-2023,1049,Mobile,Electronics,4,15723,62892,Male,64,2023,July,West,60+,Returning,Cash,Online,10235.05,21951.81
24-07-2023,1022,Watch,Accessories,2,7201,14402,Male,20,2023,July,South,18-25,New,Credit Card,Online,5078.82,4244.36
25-07-2023,1030,Shoes,Fashion,5,3097,15485,Male,55,2023,July,North,46-60,New,Credit Card,Online,2063.08,5169.61
26-07-2023,1093,Watch,Accessories,1,641,641,Female,20,2023,July,South,18-25,New,Cash,Offline,450.52,190.48
26-07-2023,1041,Bag,Accessories,5,3159,15795,Female,47,2023,July,North,46-60,New,Cash,Offline,2324.62,4171.9
27-07-2023,1098,Laptop,Electronics,5,21480,107400,Female,18,2023,July,South,18-25,New,Cash,Offline,16599.39,24403.06
28-07-2023,1006,Laptop,Electronics,2,9531,19062,Male,47,2023,July,West,46-60,Returning,Cash,Offline,7034.04,4993.92
28-07-2023,1015,Bag,Accessories,1,15537,15537,Female,62,2023,July,West,60+,Returning,Debit Card,Online,9929.84,5607.16
29-07-2023,1089,Watch,Accessories,2,47238,94476,Male,49,2023,July,South,46-60,New,Credit Card,Online,30935.08,32605.84
30-07-2023,1059,Bag,Accessories,3,38929,116787,Female,45,2023,July,North,36-45,Returning,Debit Card,Online,24064.17,44594.5
31-07-2023,1001,Headphones,Electronics,2,6642,13284,Female,38,2023,July,East,36-45,Returning,Debit Card,Offline,4681.35,3921.29
31-07-2023,1000,Bag,Accessories,2,12609,25218,Female,63,2023,July,West,60+,New,Debit Card,Online,9751.99,5714.03
01-08-2023,1047,Clothes,Fashion,2,22510,45020,Female,30,2023,August,West,26-35,New,Debit Card,Online,17195.37,10629.27
02-08-2023,1011,Bag,Accessories,1,9287,9287,Female,44,2023,August,East,36-45,Returning,Cash,Online,6303.16,2983.84
03-08-2023,1068,Laptop,Electronics,2,43364,86728,Male,53,2023,August,South,46-60,New,Debit Card,Offline,29134.71,28458.58
03-08-2023,1036,Clothes,Fashion,1,8972,8972,Female,24,2023,August,North,18-25,Returning,Credit Card,Offline,6994.79,1977.21
04-08-2023,1031,Laptop,Electronics,4,23883,95532,Male,39,2023,August,South,36-45,New,Cash,Offline,16217.49,30662.05
05-08-2023,1008,Mobile,Electronics,3,4749,14247,Male,27,2023,August,Central,26-35,Returning,Credit Card,Offline,3291.97,4371.09
06-08-2023,1098,Shoes,Fashion,1,48217,48217,Male,56,2023,August,West,46-60,Returning,Credit Card,Offline,37213.9,11003.1
06-08-2023,1018,Laptop,Electronics,4,35018,140072,Male,32,2023,August,Central,26-35,New,Credit Card,Offline,27474.37,30174.52
07-08-2023,1047,Clothes,Fashion,1,18851,18851,Male,32,2023,August,West,26-35,New,UPI,Offline,11898.51,6952.49
08-08-2023,1079,Mobile,Electronics,1,4588,4588,Female,21,2023,August,West,18-25,New,Credit Card,Online,2884.02,1703.98
08-08-2023,1002,Laptop,Electronics,3,15782,47346,Female,49,2023,August,Central,46-60,Returning,Cash,Online,10633.26,15446.22
09-08-2023,1019,Headphones,Electronics,5,19830,99150,Female,40,2023,August,Central,36-45,New,Credit Card,Online,13848.96,29905.22
10-08-2023,1023,Bag,Accessories,5,42909,214545,Female,23,2023,August,South,18-25,Returning,Cash,Offline,25915.83,84965.85
11-08-2023,1053,Shoes,Fashion,1,22278,22278,Male,41,2023,August,Central,36-45,Returning,Debit Card,Online,16309.49,5968.51
11-08-2023,1032,Laptop,Electronics,2,24764,49528,Female,37,2023,August,South,36-45,New,Credit Card,Online,17069.26,15389.48
12-08-2023,1023,Mobile,Electronics,4,5575,22300,Female,54,2023,August,South,46-60,New,Credit Card,Online,3439.95,8540.18
13-08-2023,1074,Headphones,Electronics,2,10912,21824,Male,37,2023,August,South,36-45,New,Credit Card,Offline,7866.41,6091.19
14-08-2023,1071,Watch,Accessories,2,48954,97908,Male,29,2023,August,West,26-35,New,UPI,Offline,31732.4,34443.2
14-08-2023,1035,Mobile,Electronics,1,28865,28865,Female,50,2023,August,West,46-60,Returning,Credit Card,Online,23013.96,5851.04
15-08-2023,1037,Bag,Accessories,1,7730,7730,Female,45,2023,August,Central,36-45,Returning,Debit Card,Online,5768.48,1961.52
16-08-2023,1083,Mobile,Electronics,1,48700,48700,Male,25,2023,August,West,18-25,Returning,Cash,Online,37856.64,10843.36
16-08-2023,1098,Headphones,Electronics,1,11502,11502,Female,18,2023,August,Central,18-25,Returning,Credit Card,Offline,8175.81,3326.19
17-08-2023,1088,Mobile,Electronics,5,14447,72235,Female,54,2023,August,West,46-60,New,Cash,Offline,10487.83,19795.84
18-08-2023,1098,Headphones,Electronics,1,14186,14186,Female,39,2023,August,North,36-45,Returning,Debit Card,Online,8924.06,5261.94
19-08-2023,1024,Laptop,Electronics,5,29804,149020,Female,23,2023,August,North,18-25,Returning,Credit Card,Online,19988.34,49078.32
19-08-2023,1092,Headphones,Electronics,5,13574,67870,Male,38,2023,August,Central,36-45,New,UPI,Online,8396.49,25887.56
20-08-2023,1017,Headphones,Electronics,1,4993,4993,Male,49,2023,August,West,46-60,Returning,Cash,Offline,3776.25,1216.75
21-08-2023,1081,Shoes,Fashion,3,34728,104184,Male,52,2023,August,West,46-60,Returning,Debit Card,Offline,24404.06,30971.82
22-08-2023,1065,Headphones,Electronics,4,14640,58560,Female,32,2023,August,South,26-35,New,Debit Card,Online,10300.01,17359.97
22-08-2023,1053,Headphones,Electronics,2,32155,64310,Female,22,2023,August,East,18-25,New,Credit Card,Offline,19294.07,25721.87
23-08-2023,1034,Watch,Accessories,5,43972,219860,Female,63,2023,August,Central,60+,Returning,UPI,Online,28876.25,75478.75
24-08-2023,1079,Laptop,Electronics,4,49937,199748,Female,23,2023,August,East,18-25,New,Cash,Online,37457.64,49917.44
25-08-2023,1060,Bag,Accessories,3,49916,149748,Female,42,2023,August,East,36-45,Returning,UPI,Offline,32285.8,52890.59
25-08-2023,1040,Shoes,Fashion,2,7316,14632,Male,63,2023,August,Central,60+,New,UPI,Online,5753.65,3124.7
26-08-2023,1099,Watch,Accessories,2,12139,24278,Female,57,2023,August,West,46-60,Returning,UPI,Offline,8092.53,8092.95
27-08-2023,1032,Clothes,Fashion,5,47692,238460,Female,46,2023,August,Central,46-60,Returning,Credit Card,Online,31247.15,82224.27
27-08-2023,1067,Laptop,Electronics,1,47233,47233,Male,24,2023,August,East,18-25,Returning,Debit Card,Offline,33364.52,13868.48
28-08-2023,1032,Laptop,Electronics,3,29992,89976,Female,57,2023,August,West,46-60,New,Cash,Online,18676.17,33947.48
29-08-2023,1013,Clothes,Fashion,5,11740,58700,Male,30,2023,August,North,26-35,New,Cash,Online,7947.27,18963.66
30-08-2023,1020,Bag,Accessories,3,33198,99594,Male,55,2023,August,Central,46-60,New,Credit Card,Online,22282.13,32747.62
30-08-2023,1047,Headphones,Electronics,1,27457,27457,Male,35,2023,August,Central,26-35,New,Cash,Online,16572.07,10884.93
31-08-2023,1019,Watch,Accessories,1,33308,33308,Male,19,2023,August,West,18-25,Returning,UPI,Online,24570.92,8737.08
01-09-2023,1007,Mobile,Electronics,5,6327,31635,Male,25,2023,September,North,18-25,Returning,Debit Card,Offline,4694.68,8161.62
02-09-2023,1006,Shoes,Fashion,1,33262,33262,Female,28,2023,September,North,26-35,New,Cash,Offline,22843.81,10418.19
02-09-2023,1066,Mobile,Electronics,4,8759,35036,Male,50,2023,September,West,46-60,Returning,UPI,Online,6545.73,8853.07
03-09-2023,1016,Clothes,Fashion,2,15349,30698,Male,55,2023,September,South,46-60,Returning,Debit Card,Offline,12278.44,6141.11
04-09-2023,1032,Laptop,Electronics,5,16732,83660,Female,44,2023,September,Central,36-45,New,UPI,Online,10342.91,31945.47
04-09-2023,1047,Bag,Accessories,3,41072,123216,Female,37,2023,September,Central,36-45,Returning,Debit Card,Online,32054.98,27051.07
05-09-2023,1075,Laptop,Electronics,4,24673,98692,Male,29,2023,September,East,26-35,Returning,Debit Card,Offline,19695.09,19911.64
06-09-2023,1058,Shoes,Fashion,5,5874,29370,Female,60,2023,September,West,46-60,New,Credit Card,Online,4594.62,6396.89
07-09-2023,1085,Laptop,Electronics,1,21674,21674,Female,48,2023,September,East,46-60,New,Debit Card,Offline,15027.63,6646.37
07-09-2023,1021,Laptop,Electronics,1,24067,24067,Male,44,2023,September,East,36-45,Returning,UPI,Offline,16226.39,7840.61
08-09-2023,1029,Shoes,Fashion,1,35792,35792,Male,49,2023,September,North,46-60,Returning,Cash,Offline,23224.1,12567.9
09-09-2023,1037,Watch,Accessories,1,9777,9777,Female,27,2023,September,Central,26-35,Returning,Cash,Offline,6795.43,2981.57
10-09-2023,1050,Watch,Accessories,3,32100,96300,Male,20,2023,September,East,18-25,Returning,Debit Card,Offline,19321.41,38335.77
10-09-2023,1053,Shoes,Fashion,4,10385,41540,Male,62,2023,September,North,60+,Returning,Credit Card,Offline,8166.75,8873.01
11-09-2023,1007,Bag,Accessories,2,1278,2556,Female,44,2023,September,West,36-45,Returning,Credit Card,Online,943.59,668.81
12-09-2023,1026,Clothes,Fashion,3,29665,88995,Male,52,2023,September,East,46-60,New,Cash,Online,17874.61,35371.18
13-09-2023,1026,Laptop,Electronics,3,1992,5976,Male,48,2023,September,Central,46-60,New,Debit Card,Online,1204.52,2362.43
13-09-2023,1097,Bag,Accessories,2,30962,61924,Male,32,2023,September,East,26-35,New,Debit Card,Online,21930.78,18062.45
14-09-2023,1020,Laptop,Electronics,2,14115,28230,Male,33,2023,September,West,26-35,New,Debit Card,Online,9641.57,8946.86
15-09-2023,1029,Clothes,Fashion,1,45400,45400,Male,30,2023,September,East,26-35,Returning,Debit Card,Offline,28114.81,17285.19
15-09-2023,1096,Watch,Accessories,3,43446,130338,Female,52,2023,September,Central,46-60,Returning,Debit Card,Offline,29451.21,41984.36
16-09-2023,1027,Bag,Accessories,5,8351,41755,Female,28,2023,September,North,26-35,Returning,Credit Card,Online,6571.69,8896.55
17-09-2023,1063,Headphones,Electronics,2,16788,33576,Male,38,2023,September,Central,36-45,New,Credit Card,Online,12340.12,8895.76
18-09-2023,1096,Headphones,Electronics,2,7656,15312,Female,28,2023,September,North,26-35,Returning,Credit Card,Online,5787.65,3736.7
18-09-2023,1068,Headphones,Electronics,4,2544,10176,Male,47,2023,September,South,46-60,New,UPI,Online,1627.14,3667.43
19-09-2023,1060,Watch,Accessories,5,7868,39340,Male,52,2023,September,Central,46-60,New,Cash,Online,5625.39,11213.04
20-09-2023,1047,Watch,Accessories,5,20400,102000,Male,39,2023,September,Central,36-45,New,Credit Card,Online,15684.17,23579.16
21-09-2023,1018,Clothes,Fashion,2,31100,62200,Male,55,2023,September,West,46-60,New,Cash,Online,24065.82,14068.35
21-09-2023,1003,Laptop,Electronics,1,46903,46903,Male,48,2023,September,East,46-60,New,Credit Card,Online,32865.89,14037.11
22-09-2023,1034,Clothes,Fashion,4,26134,104536,Female,31,2023,September,North,26-35,Returning,Debit Card,Online,17031.84,36408.64
23-09-2023,1063,Clothes,Fashion,5,9668,48340,Female,41,2023,September,North,36-45,Returning,Debit Card,Offline,6857.49,14052.56
23-09-2023,1048,Watch,Accessories,2,21461,42922,Male,49,2023,September,West,46-60,New,Credit Card,Online,14834.87,13252.25
24-09-2023,1016,Headphones,Electronics,5,44596,222980,Female,53,2023,September,West,46-60,Returning,Cash,Offline,34860.82,48675.89
25-09-2023,1043,Mobile,Electronics,4,46587,186348,Male,49,2023,September,East,46-60,New,Debit Card,Offline,34925.17,46647.32
26-09-2023,1091,Laptop,Electronics,4,24352,97408,Female,32,2023,September,East,26-35,New,UPI,Online,18587.39,23058.46
26-09-2023,1029,Watch,Accessories,3,33610,100830,Male,60,2023,September,Central,46-60,New,UPI,Offline,24310.04,27899.87
27-09-2023,1092,Headphones,Electronics,2,32674,65348,Female,52,2023,September,South,46-60,New,Cash,Offline,20166.54,25014.91
28-09-2023,1045,Bag,Accessories,4,34715,138860,Male,20,2023,September,East,18-25,New,UPI,Online,24870.59,39377.62
29-09-2023,1005,Mobile,Electronics,3,27455,82365,Male,33,2023,September,West,26-35,Returning,UPI,Online,19394.31,24182.06
29-09-2023,1098,Mobile,Electronics,3,7081,21243,Female,22,2023,September,East,18-25,New,Debit Card,Online,5472.76,4824.71
30-09-2023,1036,Watch,Accessories,5,45119,225595,Female,38,2023,September,North,36-45,New,UPI,Online,29644.45,77372.76
01-10-2023,1023,Shoes,Fashion,5,6817,34085,Male,27,2023,October,South,26-35,New,UPI,Offline,5048.21,8843.95
02-10-2023,1092,Laptop,Electronics,3,43356,130068,Female,36,2023,October,Central,36-45,New,Credit Card,Online,32775.66,31741.01
02-10-2023,1045,Mobile,Electronics,5,46214,231070,Male,42,2023,October,North,36-45,Returning,Debit Card,Offline,33453.42,63802.91
03-10-2023,1052,Watch,Accessories,4,27149,108596,Female,21,2023,October,North,18-25,New,Cash,Online,16966.75,40729.01
04-10-2023,1094,Watch,Accessories,1,23632,23632,Female,46,2023,October,South,46-60,Returning,UPI,Offline,14922.69,8709.31
04-10-2023,1098,Headphones,Electronics,4,17289,69156,Male,36,2023,October,Central,36-45,Returning,UPI,Offline,13637.08,14607.69
05-10-2023,1059,Bag,Accessories,3,15067,45201,Female,60,2023,October,West,46-60,New,UPI,Online,9597.29,16409.14
06-10-2023,1096,Shoes,Fashion,3,15368,46104,Female,19,2023,October,Central,18-25,New,UPI,Offline,10950,13254.01
07-10-2023,1062,Laptop,Electronics,4,24870,99480,Male,27,2023,October,East,26-35,Returning,Cash,Offline,16358.18,34047.29
07-10-2023,1084,Clothes,Fashion,5,43033,215165,Female,60,2023,October,North,46-60,Returning,UPI,Offline,28890.97,70710.17
08-10-2023,1031,Bag,Accessories,5,30983,154915,Male,42,2023,October,East,36-45,New,Debit Card,Online,22752.16,41154.21
09-10-2023,1086,Bag,Accessories,3,12966,38898,Male,37,2023,October,West,36-45,New,Credit Card,Offline,7980.26,14957.22
10-10-2023,1032,Headphones,Electronics,2,29303,58606,Male,36,2023,October,East,36-45,Returning,Credit Card,Offline,21886.99,14832.03
10-10-2023,1066,Mobile,Electronics,5,18730,93650,Male,40,2023,October,Central,36-45,New,UPI,Online,13452.64,26386.82
11-10-2023,1017,Mobile,Electronics,4,18362,73448,Male,41,2023,October,East,36-45,New,Debit Card,Online,12422.32,23758.7
12-10-2023,1024,Headphones,Electronics,5,43855,219275,Female,28,2023,October,West,26-35,New,Debit Card,Online,32170.24,58423.78
12-10-2023,1094,Watch,Accessories,4,31759,127036,Male,63,2023,October,West,60+,New,Debit Card,Offline,20800.75,43832.99
13-10-2023,1053,Mobile,Electronics,3,34039,102117,Male,51,2023,October,West,46-60,Returning,Cash,Online,26197.43,23524.71
14-10-2023,1057,Shoes,Fashion,5,22409,112045,Female,45,2023,October,Central,36-45,Returning,Cash,Online,13778.08,43154.58
15-10-2023,1066,Laptop,Electronics,4,31295,125180,Female,22,2023,October,West,18-25,New,Debit Card,Online,20768.93,42104.3
15-10-2023,1045,Bag,Accessories,3,49568,148704,Female,22,2023,October,North,18-25,Returning,Cash,Offline,34049.69,46554.93
16-10-2023,1023,Bag,Accessories,2,9270,18540,Male,38,2023,October,West,36-45,New,Cash,Offline,6583.93,5372.13
17-10-2023,1031,Shoes,Fashion,4,11593,46372,Male,29,2023,October,East,26-35,Returning,UPI,Offline,8146.94,13784.23
18-10-2023,1046,Mobile,Electronics,2,47071,94142,Male,21,2023,October,East,18-25,New,Cash,Offline,36783.73,20574.53
18-10-2023,1085,Bag,Accessories,2,693,1386,Female,59,2023,October,East,46-60,New,Debit Card,Online,458.8,468.4
19-10-2023,1022,Clothes,Fashion,1,35275,35275,Male,37,2023,October,Central,36-45,Returning,Debit Card,Offline,23027.95,12247.05
20-10-2023,1065,Laptop,Electronics,5,18069,90345,Female,55,2023,October,East,46-60,New,Cash,Online,12526.55,27712.25
21-10-2023,1026,Laptop,Electronics,4,11690,46760,Male,42,2023,October,Central,36-45,Returning,Debit Card,Online,8904.35,11142.59
21-10-2023,1001,Bag,Accessories,2,43252,86504,Female,31,2023,October,Central,26-35,Returning,Credit Card,Online,28959.38,28585.25
22-10-2023,1089,Headphones,Electronics,1,32827,32827,Male,28,2023,October,West,26-35,Returning,Cash,Online,24917.22,7909.78
23-10-2023,1016,Bag,Accessories,3,42570,127710,Male,49,2023,October,North,46-60,Returning,UPI,Online,27493.46,45229.61
23-10-2023,1032,Headphones,Electronics,4,20889,83556,Male,28,2023,October,West,26-35,New,UPI,Online,15852.6,20145.58
24-10-2023,1008,Bag,Accessories,2,40697,81394,Female,35,2023,October,West,26-35,New,Cash,Online,25012,31369.99
25-10-2023,1042,Clothes,Fashion,5,2761,13805,Female,44,2023,October,Central,36-45,New,Debit Card,Offline,1671.98,5445.11
26-10-2023,1047,Watch,Accessories,1,28869,28869,Male,35,2023,October,Central,26-35,New,UPI,Offline,20539.7,8329.3
26-10-2023,1038,Laptop,Electronics,2,27012,54024,Male,40,2023,October,East,36-45,New,Debit Card,Offline,20631.81,12760.38
27-10-2023,1092,Bag,Accessories,5,7216,36080,Male,28,2023,October,East,26-35,New,Cash,Offline,5337.24,9393.82
28-10-2023,1041,Clothes,Fashion,2,21759,43518,Female,38,2023,October,West,36-45,Returning,Credit Card,Online,15517.28,12483.44
29-10-2023,1025,Headphones,Electronics,4,29433,117732,Male,61,2023,October,South,60+,Returning,Cash,Online,22090.95,29368.21
29-10-2023,1098,Headphones,Electronics,4,42189,168756,Male,22,2023,October,South,18-25,New,Credit Card,Offline,26962.43,60906.29
30-10-2023,1049,Laptop,Electronics,4,4878,19512,Male,40,2023,October,East,36-45,Returning,Cash,Online,3295.35,6330.58
31-10-2023,1024,Shoes,Fashion,1,41083,41083,Male,58,2023,October,South,46-60,Returning,Cash,Offline,29618.73,11464.27
31-10-2023,1023,Bag,Accessories,4,47046,188184,Female,42,2023,October,East,36-45,Returning,Debit Card,Online,35104.63,47765.5
01-11-2023,1012,Mobile,Electronics,5,20335,101675,Female,58,2023,November,Central,46-60,Returning,Debit Card,Offline,15699.85,23175.73
02-11-2023,1059,Headphones,Electronics,2,29533,59066,Male,27,2023,November,West,26-35,New,Debit Card,Online,20826.41,17413.18
03-11-2023,1006,Watch,Accessories,3,24500,73500,Male,39,2023,November,North,36-45,Returning,Cash,Offline,15284.89,27645.32
03-11-2023,1056,Watch,Accessories,5,45996,229980,Female,36,2023,November,West,36-45,New,UPI,Online,30110.99,79425.06
04-11-2023,1035,Headphones,Electronics,5,10832,54160,Female,18,2023,November,East,18-25,Returning,UPI,Online,7231.4,18003.01
05-11-2023,1044,Shoes,Fashion,4,43104,172416,Male,24,2023,November,East,18-25,Returning,Credit Card,Offline,33609.91,37976.35
